4.72951e-05 0
0.00287516 8
0.00563922 16
0.00833873 24
0.010973 32
0.0135413 40
0.016043 48
0.0184775 56
0.0208442 64
0.0230729 72
0.0252638 80
0.0273563 88
0.0293504 96
0.0312462 104
0.0330438 112
0.0347433 120
0.0363448 128
0.0378484 136
0.0392543 144
0.0405626 152
0.0417733 160
0.0428867 168
0.0439028 176
0.0448218 184
0.0456437 192
0.0463687 200
0.0469969 208
0.0475282 216
0.0479629 224
0.0483008 232
0.0485422 240
0.0486871 248
0.0487353 256
0.0486871 264
0.0485422 272
0.0483008 280
0.0479629 288
0.0475282 296
0.0469969 304
0.0463687 312
0.0456437 320
0.0448218 328
0.0439028 336
0.0428867 344
0.0417733 352
0.0405626 360
0.0392543 368
0.0378484 376
0.0363448 384
0.0347433 392
0.0330438 400
0.0312462 408
0.0293504 416
0.0273563 424
0.0252638 432
0.0230729 440
0.0207245 448
0.0183594 456
0.0159266 464
0.0134266 472
0.0108601 480
0.00822765 488
0.00553002 496
0.0027679 504
