6.4977e-05 0
0.00307587 8
0.0060541 16
0.00893422 24
0.0117161 32
0.0143996 40
0.0169846 48
0.0194711 56
0.021859 64
0.0241485 72
0.0263394 80
0.028432 88
0.0304261 96
0.032322 104
0.0341196 112
0.0358192 120
0.0374208 128
0.0389246 136
0.0403306 144
0.041639 152
0.0428499 160
0.0439634 168
0.0449797 176
0.0458988 184
0.0467209 192
0.047446 200
0.0480743 208
0.0486057 216
0.0490405 224
0.0493785 232
0.04962 240
0.0497649 248
0.0498131 256
0.0497649 264
0.04962 272
0.0493785 280
0.0490405 288
0.0486057 296
0.0480743 304
0.047446 312
0.0467209 320
0.0458988 328
0.0449797 336
0.0439634 344
0.0428499 352
0.041639 360
0.0403306 368
0.0389246 376
0.0374208 384
0.0358192 392
0.0341196 400
0.032322 408
0.0304261 416
0.028432 424
0.0263394 432
0.0241485 440
0.021859 448
0.0194711 456
0.0169846 464
0.0143996 472
0.0117161 480
0.00893422 488
0.0060541 496
0.00307587 504
