5 5 0.661318 1.27368
5 10 0.340633 1.36417
5 15 0.107892 1.38324
5 20 0.0907008 1.37962
5 25 0.082997 1.37539
5 30 0.0862814 1.37118
5 35 0.0896135 1.36677
5 40 0.0932322 1.36219
5 45 0.098532 1.35729
5 50 0.103273 1.35214
5 55 0.108874 1.34664
5 60 0.113868 1.34084
5 65 2.376 1.6617e-15
5 70 2.376 1.6617e-15
5 75 2.376 1.6617e-15
5 80 2.376 1.6617e-15
5 85 2.376 1.6617e-15
5 90 2.376 1.6617e-15
5 95 2.376 1.6617e-15
5 100 2.376 1.6617e-15
5 105 2.376 1.6617e-15
5 110 2.376 1.6617e-15
5 115 2.376 1.6617e-15
5 120 2.376 1.6617e-15
5 125 2.376 1.6617e-15
5 130 2.376 1.6617e-15
5 135 2.376 1.6617e-15
5 140 2.376 1.6617e-15
5 145 2.376 1.6617e-15
5 150 2.376 1.6617e-15
5 155 2.376 1.6617e-15
5 160 2.376 1.6617e-15
5 165 2.376 1.6617e-15
5 170 2.376 1.6617e-15
5 175 2.376 1.6617e-15
5 180 2.376 1.6617e-15
5 185 2.376 1.6617e-15
5 190 2.376 1.6617e-15
5 195 2.376 1.6617e-15
5 200 0.110889 -1.34436
5 205 0.105396 -1.34998
5 210 0.10058 -1.35526
5 215 0.0950751 -1.36027
5 220 0.0911511 -1.36496
5 225 0.0873675 -1.36944
5 230 0.0843285 -1.3737
5 235 0.0859022 -1.37798
5 240 0.0906523 -1.38201
5 245 0.234313 -1.3771
5 250 0.428919 -1.34653
5 255 1.50521 -0.48776
10 5 0.661318 1.27368
10 10 0.340633 1.36417
10 15 0.107892 1.38324
10 20 0.0907008 1.37962
10 25 0.082997 1.37539
10 30 0.0862814 1.37118
10 35 0.0896135 1.36677
10 40 0.0932322 1.36219
10 45 0.098532 1.35729
10 50 0.103273 1.35214
10 55 0.108874 1.34664
10 60 0.113868 1.34084
10 65 2.376 1.6617e-15
10 70 2.376 1.6617e-15
10 75 2.376 1.6617e-15
10 80 2.376 1.6617e-15
10 85 2.376 1.6617e-15
10 90 2.376 1.6617e-15
10 95 2.376 1.6617e-15
10 100 2.376 1.6617e-15
10 105 2.376 1.6617e-15
10 110 2.376 1.6617e-15
10 115 2.376 1.6617e-15
10 120 2.376 1.6617e-15
10 125 2.376 1.6617e-15
10 130 2.376 1.6617e-15
10 135 2.376 1.6617e-15
10 140 2.376 1.6617e-15
10 145 2.376 1.6617e-15
10 150 2.376 1.6617e-15
10 155 2.376 1.6617e-15
10 160 2.376 1.6617e-15
10 165 2.376 1.6617e-15
10 170 2.376 1.6617e-15
10 175 2.376 1.6617e-15
10 180 2.376 1.6617e-15
10 185 2.376 1.6617e-15
10 190 2.376 1.6617e-15
10 195 2.376 1.6617e-15
10 200 0.110889 -1.34436
10 205 0.105396 -1.34998
10 210 0.10058 -1.35526
10 215 0.0950751 -1.36027
10 220 0.0911511 -1.36496
10 225 0.0873675 -1.36944
10 230 0.0843285 -1.3737
10 235 0.0859022 -1.37798
10 240 0.0906523 -1.38201
10 245 0.234313 -1.3771
10 250 0.428919 -1.34653
10 255 1.50521 -0.48776
15 5 0.661318 1.27368
15 10 0.340633 1.36417
15 15 0.107892 1.38324
15 20 0.0907008 1.37962
15 25 0.082997 1.37539
15 30 0.0862814 1.37118
15 35 0.0896135 1.36677
15 40 0.0932322 1.36219
15 45 0.098532 1.35729
15 50 0.103273 1.35214
15 55 0.108874 1.34664
15 60 0.113868 1.34084
15 65 2.376 1.6617e-15
15 70 2.376 1.6617e-15
15 75 2.376 1.6617e-15
15 80 2.376 1.6617e-15
15 85 2.376 1.6617e-15
15 90 2.376 1.6617e-15
15 95 2.376 1.6617e-15
15 100 2.376 1.6617e-15
15 105 2.376 1.6617e-15
15 110 2.376 1.6617e-15
15 115 2.376 1.6617e-15
15 120 2.376 1.6617e-15
15 125 2.376 1.6617e-15
15 130 2.376 1.6617e-15
15 135 2.376 1.6617e-15
15 140 2.376 1.6617e-15
15 145 2.376 1.6617e-15
15 150 2.376 1.6617e-15
15 155 2.376 1.6617e-15
15 160 2.376 1.6617e-15
15 165 2.376 1.6617e-15
15 170 2.376 1.6617e-15
15 175 2.376 1.6617e-15
15 180 2.376 1.6617e-15
15 185 2.376 1.6617e-15
15 190 2.376 1.6617e-15
15 195 2.376 1.6617e-15
15 200 0.110889 -1.34436
15 205 0.105396 -1.34998
15 210 0.10058 -1.35526
15 215 0.0950751 -1.36027
15 220 0.0911511 -1.36496
15 225 0.0873675 -1.36944
15 230 0.0843285 -1.3737
15 235 0.0859022 -1.37798
15 240 0.0906523 -1.38201
15 245 0.234313 -1.3771
15 250 0.428919 -1.34653
15 255 1.50521 -0.48776
20 5 0.661318 1.27368
20 10 0.340633 1.36417
20 15 0.107892 1.38324
20 20 0.0907008 1.37962
20 25 0.082997 1.37539
20 30 0.0862814 1.37118
20 35 0.0896135 1.36677
20 40 0.0932322 1.36219
20 45 0.098532 1.35729
20 50 0.103273 1.35214
20 55 0.108874 1.34664
20 60 0.113868 1.34084
20 65 2.376 1.6617e-15
20 70 2.376 1.6617e-15
20 75 2.376 1.6617e-15
20 80 2.376 1.6617e-15
20 85 2.376 1.6617e-15
20 90 2.376 1.6617e-15
20 95 2.376 1.6617e-15
20 100 2.376 1.6617e-15
20 105 2.376 1.6617e-15
20 110 2.376 1.6617e-15
20 115 2.376 1.6617e-15
20 120 2.376 1.6617e-15
20 125 2.376 1.6617e-15
20 130 2.376 1.6617e-15
20 135 2.376 1.6617e-15
20 140 2.376 1.6617e-15
20 145 2.376 1.6617e-15
20 150 2.376 1.6617e-15
20 155 2.376 1.6617e-15
20 160 2.376 1.6617e-15
20 165 2.376 1.6617e-15
20 170 2.376 1.6617e-15
20 175 2.376 1.6617e-15
20 180 2.376 1.6617e-15
20 185 2.376 1.6617e-15
20 190 2.376 1.6617e-15
20 195 2.376 1.6617e-15
20 200 0.110889 -1.34436
20 205 0.105396 -1.34998
20 210 0.10058 -1.35526
20 215 0.0950751 -1.36027
